"id","ts","cnt","l1","l2","l3","l4","apmi"
66,"2018-06-15 16:05:00",84,84,0,0,0,100
78,"2018-06-15 17:05:00",95,95,0,0,0,100
73,"2018-06-15 16:40:00",71,71,0,0,0,100
70,"2018-06-15 16:25:00",110,110,0,0,0,100
97,"2018-06-15 18:40:00",67,67,0,0,0,100
88,"2018-06-15 17:55:00",71,71,0,0,0,100
76,"2018-06-15 16:55:00",100,100,0,0,0,100
81,"2018-06-15 17:20:00",93,93,0,0,0,100
83,"2018-06-15 17:30:00",73,73,0,0,0,100
79,"2018-06-15 17:10:00",69,69,0,0,0,100
95,"2018-06-15 18:30:00",82,82,0,0,0,100
85,"2018-06-15 17:40:00",70,70,0,0,0,100
98,"2018-06-15 18:45:00",54,53,1,0,0,99.537
87,"2018-06-15 17:50:00",69,69,0,0,0,100
96,"2018-06-15 18:35:00",74,74,0,0,0,100
93,"2018-06-15 18:20:00",72,72,0,0,0,100
92,"2018-06-15 18:15:00",69,69,0,0,0,100
100,"2018-06-15 18:55:00",71,71,0,0,0,100
99,"2018-06-15 18:50:00",105,104,1,0,0,99.7619
101,"2018-06-15 19:00:00",84,84,0,0,0,100
102,"2018-06-15 19:05:00",214,214,0,0,0,100
103,"2018-06-15 19:10:00",90,90,0,0,0,100
104,"2018-06-15 19:15:00",74,74,0,0,0,100
111,"2018-06-15 19:50:00",94,94,0,0,0,100
105,"2018-06-15 19:20:00",70,70,0,0,0,100
106,"2018-06-15 19:25:00",80,80,0,0,0,100
107,"2018-06-15 19:30:00",41,41,0,0,0,100
108,"2018-06-15 19:35:00",90,90,0,0,0,100
109,"2018-06-15 19:40:00",83,83,0,0,0,100
110,"2018-06-15 19:45:00",103,99,4,0,0,99.0291
112,"2018-06-15 19:55:00",105,105,0,0,0,100
163,"2018-06-16 00:10:00",61,61,0,0,0,100
120,"2018-06-15 20:35:00",92,92,0,0,0,100
151,"2018-06-15 23:10:00",71,71,0,0,0,100
136,"2018-06-15 21:55:00",53,53,0,0,0,100
128,"2018-06-15 21:15:00",69,69,0,0,0,100
113,"2018-06-15 20:00:00",85,84,1,0,0,99.7059
144,"2018-06-15 22:35:00",48,47,0,1,0,98.9583
121,"2018-06-15 20:40:00",117,117,0,0,0,100
194,"2018-06-16 02:45:00",69,69,0,0,0,100
129,"2018-06-15 21:20:00",57,57,0,0,0,100
114,"2018-06-15 20:05:00",100,99,1,0,0,99.75
207,"2018-06-16 03:50:00",75,75,0,0,0,100
198,"2018-06-16 03:05:00",68,68,0,0,0,100
137,"2018-06-15 22:00:00",88,86,1,0,1,98.8636
122,"2018-06-15 20:45:00",79,79,0,0,0,100
192,"2018-06-16 02:35:00",38,38,0,0,0,100
184,"2018-06-16 01:55:00",48,48,0,0,0,100
115,"2018-06-15 20:10:00",90,89,1,0,0,99.7222
145,"2018-06-15 22:40:00",56,56,0,0,0,100
130,"2018-06-15 21:25:00",67,67,0,0,0,100
123,"2018-06-15 20:50:00",98,97,1,0,0,99.7449
152,"2018-06-15 23:15:00",51,51,0,0,0,100
116,"2018-06-15 20:15:00",75,74,1,0,0,99.6667
158,"2018-06-15 23:45:00",58,58,0,0,0,100
138,"2018-06-15 22:05:00",60,59,1,0,0,99.5833
164,"2018-06-16 00:15:00",44,44,0,0,0,100
131,"2018-06-15 21:30:00",76,76,0,0,0,100
124,"2018-06-15 20:55:00",125,124,1,0,0,99.8
117,"2018-06-15 20:20:00",104,103,1,0,0,99.7596
187,"2018-06-16 02:10:00",66,66,0,0,0,100
169,"2018-06-16 00:40:00",54,53,1,0,0,99.537
146,"2018-06-15 22:45:00",78,77,0,0,0,98.7179
139,"2018-06-15 22:10:00",80,79,0,0,0,98.75
118,"2018-06-15 20:25:00",89,88,1,0,0,99.7191
125,"2018-06-15 21:00:00",101,101,0,0,0,100
173,"2018-06-16 01:00:00",96,96,0,0,0,100
132,"2018-06-15 21:35:00",54,54,0,0,0,100
153,"2018-06-15 23:20:00",60,60,0,0,0,100
119,"2018-06-15 20:30:00",86,86,0,0,0,100
177,"2018-06-16 01:20:00",46,46,0,0,0,100
159,"2018-06-15 23:50:00",62,62,0,0,0,100
126,"2018-06-15 21:05:00",55,55,0,0,0,100
147,"2018-06-15 22:50:00",60,59,1,0,0,99.5833
140,"2018-06-15 22:15:00",71,71,0,0,0,100
133,"2018-06-15 21:40:00",59,59,0,0,0,100
181,"2018-06-16 01:40:00",43,43,0,0,0,100
165,"2018-06-16 00:20:00",53,53,0,0,0,100
127,"2018-06-15 21:10:00",81,81,0,0,0,100
154,"2018-06-15 23:25:00",64,64,0,0,0,100
134,"2018-06-15 21:45:00",111,111,0,0,0,100
141,"2018-06-15 22:20:00",51,50,1,0,0,99.5098
148,"2018-06-15 22:55:00",74,74,0,0,0,100
160,"2018-06-15 23:55:00",62,62,0,0,0,100
170,"2018-06-16 00:45:00",51,51,0,0,0,100
135,"2018-06-15 21:50:00",60,60,0,0,0,100
142,"2018-06-15 22:25:00",52,52,0,0,0,100
201,"2018-06-16 03:20:00",44,44,0,0,0,100
190,"2018-06-16 02:25:00",53,53,0,0,0,100
155,"2018-06-15 23:30:00",59,59,0,0,0,100
149,"2018-06-15 23:00:00",124,124,0,0,0,100
166,"2018-06-16 00:25:00",168,168,0,0,0,100
143,"2018-06-15 22:30:00",43,43,0,0,0,100
174,"2018-06-16 01:05:00",45,45,0,0,0,100
161,"2018-06-16 00:00:00",53,53,0,0,0,100
178,"2018-06-16 01:25:00",56,56,0,0,0,100
150,"2018-06-15 23:05:00",54,54,0,0,0,100
156,"2018-06-15 23:35:00",62,61,1,0,0,99.5968
185,"2018-06-16 02:00:00",54,54,0,0,0,100
171,"2018-06-16 00:50:00",47,47,0,0,0,100
162,"2018-06-16 00:05:00",64,64,0,0,0,100
167,"2018-06-16 00:30:00",50,50,0,0,0,100
182,"2018-06-16 01:45:00",69,69,0,0,0,100
157,"2018-06-15 23:40:00",91,91,0,0,0,100
212,"2018-06-16 04:15:00",52,52,0,0,0,100
175,"2018-06-16 01:10:00",63,63,0,0,0,100
209,"2018-06-16 04:00:00",69,69,0,0,0,100
195,"2018-06-16 02:50:00",33,33,0,0,0,100
179,"2018-06-16 01:30:00",52,51,0,1,0,99.0385
172,"2018-06-16 00:55:00",60,60,0,0,0,100
168,"2018-06-16 00:35:00",34,33,1,0,0,99.2647
188,"2018-06-16 02:15:00",65,65,0,0,0,100
193,"2018-06-16 02:40:00",47,47,0,0,0,100
176,"2018-06-16 01:15:00",55,55,0,0,0,100
200,"2018-06-16 03:15:00",64,64,0,0,0,100
183,"2018-06-16 01:50:00",44,44,0,0,0,100
180,"2018-06-16 01:35:00",41,41,0,0,0,100
186,"2018-06-16 02:05:00",55,55,0,0,0,100
197,"2018-06-16 03:00:00",81,81,0,0,0,100
191,"2018-06-16 02:30:00",70,70,0,0,0,100
189,"2018-06-16 02:20:00",52,52,0,0,0,100
208,"2018-06-16 03:55:00",65,65,0,0,0,100
199,"2018-06-16 03:10:00",58,58,0,0,0,100
205,"2018-06-16 03:40:00",47,47,0,0,0,100
204,"2018-06-16 03:35:00",84,84,0,0,0,100
196,"2018-06-16 02:55:00",47,47,0,0,0,100
203,"2018-06-16 03:30:00",52,52,0,0,0,100
202,"2018-06-16 03:25:00",48,48,0,0,0,100
206,"2018-06-16 03:45:00",103,103,0,0,0,100
210,"2018-06-16 04:05:00",55,55,0,0,0,100
213,"2018-06-16 04:20:00",53,53,0,0,0,100
211,"2018-06-16 04:10:00",62,62,0,0,0,100
216,"2018-06-16 04:35:00",56,56,0,0,0,100
214,"2018-06-16 04:25:00",57,57,0,0,0,100
215,"2018-06-16 04:30:00",74,73,0,1,0,99.3243
217,"2018-06-16 04:40:00",48,48,0,0,0,100
218,"2018-06-16 04:45:00",71,71,0,0,0,100
219,"2018-06-16 04:50:00",69,69,0,0,0,100
220,"2018-06-16 04:55:00",108,107,0,0,0,99.0741
221,"2018-06-16 05:00:00",88,88,0,0,0,100
222,"2018-06-16 05:05:00",64,64,0,0,0,100
223,"2018-06-16 05:10:00",52,52,0,0,0,100
224,"2018-06-16 05:15:00",80,79,1,0,0,99.6875
234,"2018-06-16 06:05:00",79,78,1,0,0,99.6835
259,"2018-06-16 08:10:00",115,115,0,0,0,100
297,"2018-06-16 11:20:00",86,86,0,0,0,100
282,"2018-06-16 10:05:00",84,83,0,1,0,99.4048
252,"2018-06-16 07:35:00",97,97,0,0,0,100
244,"2018-06-16 06:55:00",78,78,0,0,0,100
225,"2018-06-16 05:20:00",79,79,0,0,0,100
235,"2018-06-16 06:10:00",102,102,0,0,0,100
294,"2018-06-16 11:05:00",77,77,0,0,0,100
266,"2018-06-16 08:45:00",80,80,0,0,0,100
272,"2018-06-16 09:15:00",115,115,0,0,0,100
226,"2018-06-16 05:25:00",61,61,0,0,0,100
236,"2018-06-16 06:15:00",83,83,0,0,0,100
260,"2018-06-16 08:15:00",78,78,0,0,0,100
245,"2018-06-16 07:00:00",97,97,0,0,0,100
253,"2018-06-16 07:40:00",117,117,0,0,0,100
227,"2018-06-16 05:30:00",49,49,0,0,0,100
309,"2018-06-16 12:20:00",111,111,0,0,0,100
237,"2018-06-16 06:20:00",67,67,0,0,0,100
305,"2018-06-16 12:00:00",124,123,1,0,0,99.7984
278,"2018-06-16 09:45:00",100,100,0,0,0,100
228,"2018-06-16 05:35:00",83,83,0,0,0,100
246,"2018-06-16 07:05:00",75,75,0,0,0,100
267,"2018-06-16 08:50:00",74,74,0,0,0,100
238,"2018-06-16 06:25:00",57,57,0,0,0,100
254,"2018-06-16 07:45:00",106,106,0,0,0,100
229,"2018-06-16 05:40:00",55,55,0,0,0,100
261,"2018-06-16 08:20:00",86,86,0,0,0,100
287,"2018-06-16 10:30:00",105,105,0,0,0,100
283,"2018-06-16 10:10:00",68,68,0,0,0,100
247,"2018-06-16 07:10:00",98,98,0,0,0,100
239,"2018-06-16 06:30:00",35,35,0,0,0,100
230,"2018-06-16 05:45:00",52,52,0,0,0,100
273,"2018-06-16 09:20:00",107,105,0,2,0,99.0654
291,"2018-06-16 10:50:00",145,145,0,0,0,100
255,"2018-06-16 07:50:00",111,111,0,0,0,100
268,"2018-06-16 08:55:00",140,140,0,0,0,100
231,"2018-06-16 05:50:00",56,56,0,0,0,100
240,"2018-06-16 06:35:00",62,62,0,0,0,100
248,"2018-06-16 07:15:00",107,107,0,0,0,100
262,"2018-06-16 08:25:00",91,90,0,0,0,98.9011
232,"2018-06-16 05:55:00",49,49,0,0,0,100
303,"2018-06-16 11:50:00",101,101,0,0,0,100
279,"2018-06-16 09:50:00",120,118,2,0,0,99.5833
241,"2018-06-16 06:40:00",108,108,0,0,0,100
256,"2018-06-16 07:55:00",84,84,0,0,0,100
249,"2018-06-16 07:20:00",106,105,1,0,0,99.7642
233,"2018-06-16 06:00:00",79,78,1,0,0,99.6835
274,"2018-06-16 09:25:00",112,112,0,0,0,100
327,"2018-06-16 13:50:00",106,106,0,0,0,100
242,"2018-06-16 06:45:00",78,78,0,0,0,100
323,"2018-06-16 13:30:00",95,95,0,0,0,100
263,"2018-06-16 08:30:00",79,79,0,0,0,100
269,"2018-06-16 09:00:00",104,104,0,0,0,100
250,"2018-06-16 07:25:00",99,99,0,0,0,100
295,"2018-06-16 11:10:00",86,86,0,0,0,100
257,"2018-06-16 08:00:00",99,99,0,0,0,100
243,"2018-06-16 06:50:00",64,64,0,0,0,100
284,"2018-06-16 10:15:00",86,86,0,0,0,100
298,"2018-06-16 11:25:00",132,132,0,0,0,100
288,"2018-06-16 10:35:00",69,69,0,0,0,100
275,"2018-06-16 09:30:00",108,108,0,0,0,100
264,"2018-06-16 08:35:00",118,118,0,0,0,100
251,"2018-06-16 07:30:00",89,89,0,0,0,100
258,"2018-06-16 08:05:00",114,113,1,0,0,99.7807
270,"2018-06-16 09:05:00",114,114,0,0,0,100
280,"2018-06-16 09:55:00",71,71,0,0,0,100
292,"2018-06-16 10:55:00",151,151,0,0,0,100
316,"2018-06-16 12:55:00",117,117,0,0,0,100
265,"2018-06-16 08:40:00",124,124,0,0,0,100
301,"2018-06-16 11:40:00",196,196,0,0,0,100
276,"2018-06-16 09:35:00",118,118,0,0,0,100
271,"2018-06-16 09:10:00",114,113,0,1,0,99.5614
285,"2018-06-16 10:20:00",98,98,0,0,0,100
281,"2018-06-16 10:00:00",94,94,0,0,0,100
311,"2018-06-16 12:30:00",123,123,0,0,0,100
315,"2018-06-16 12:50:00",111,111,0,0,0,100
289,"2018-06-16 10:40:00",89,89,0,0,0,100
277,"2018-06-16 09:40:00",122,122,0,0,0,100
296,"2018-06-16 11:15:00",147,147,0,0,0,100
293,"2018-06-16 11:00:00",120,120,0,0,0,100
286,"2018-06-16 10:25:00",112,112,0,0,0,100
306,"2018-06-16 12:05:00",106,105,1,0,0,99.7642
299,"2018-06-16 11:30:00",130,130,0,0,0,100
304,"2018-06-16 11:55:00",121,121,0,0,0,100
290,"2018-06-16 10:45:00",114,114,0,0,0,100
308,"2018-06-16 12:15:00",191,191,0,0,0,100
302,"2018-06-16 11:45:00",162,162,0,0,0,100
314,"2018-06-16 12:45:00",77,77,0,0,0,100
300,"2018-06-16 11:35:00",149,149,0,0,0,100
310,"2018-06-16 12:25:00",118,118,0,0,0,100
313,"2018-06-16 12:40:00",127,127,0,0,0,100
317,"2018-06-16 13:00:00",97,97,0,0,0,100
307,"2018-06-16 12:10:00",143,143,0,0,0,100
312,"2018-06-16 12:35:00",102,102,0,0,0,100
318,"2018-06-16 13:05:00",127,127,0,0,0,100
319,"2018-06-16 13:10:00",105,105,0,0,0,100
321,"2018-06-16 13:20:00",86,86,0,0,0,100
320,"2018-06-16 13:15:00",153,153,0,0,0,100
322,"2018-06-16 13:25:00",81,81,0,0,0,100
325,"2018-06-16 13:40:00",109,109,0,0,0,100
326,"2018-06-16 13:45:00",75,75,0,0,0,100
324,"2018-06-16 13:35:00",138,138,0,0,0,100
328,"2018-06-16 13:55:00",93,93,0,0,0,100
329,"2018-06-16 14:00:00",113,113,0,0,0,100
335,"2018-06-16 14:30:00",101,101,0,0,0,100
330,"2018-06-16 14:05:00",78,78,0,0,0,100
331,"2018-06-16 14:10:00",70,70,0,0,0,100
332,"2018-06-16 14:15:00",77,77,0,0,0,100
333,"2018-06-16 14:20:00",79,79,0,0,0,100
334,"2018-06-16 14:25:00",99,99,0,0,0,100
336,"2018-06-16 14:35:00",106,106,0,0,0,100
371,"2018-06-16 17:30:00",170,169,0,0,1,99.5588
430,"2018-06-16 22:25:00",87,84,3,0,0,99.1379
406,"2018-06-16 20:25:00",103,103,0,0,0,100
364,"2018-06-16 16:55:00",260,260,0,0,0,100
356,"2018-06-16 16:15:00",165,165,0,0,0,100
347,"2018-06-16 15:30:00",98,98,0,0,0,100
337,"2018-06-16 14:40:00",116,116,0,0,0,100
384,"2018-06-16 18:35:00",124,124,0,0,0,100
378,"2018-06-16 18:05:00",169,168,0,1,0,99.7041
412,"2018-06-16 20:55:00",113,113,0,0,0,100
338,"2018-06-16 14:45:00",110,110,0,0,0,100
348,"2018-06-16 15:35:00",231,231,0,0,0,100
372,"2018-06-16 17:35:00",147,147,0,0,0,100
357,"2018-06-16 16:20:00",246,244,1,1,0,99.6951
365,"2018-06-16 17:00:00",307,307,0,0,0,100
339,"2018-06-16 14:50:00",167,167,0,0,0,100
419,"2018-06-16 21:30:00",73,73,0,0,0,100
403,"2018-06-16 20:10:00",76,76,0,0,0,100
399,"2018-06-16 19:50:00",115,115,0,0,0,100
349,"2018-06-16 15:40:00",175,175,0,0,0,100
390,"2018-06-16 19:05:00",78,78,0,0,0,100
379,"2018-06-16 18:10:00",112,112,0,0,0,100
358,"2018-06-16 16:25:00",206,206,0,0,0,100
340,"2018-06-16 14:55:00",111,111,0,0,0,100
366,"2018-06-16 17:05:00",337,337,0,0,0,100
350,"2018-06-16 15:45:00",180,180,0,0,0,100
385,"2018-06-16 18:40:00",108,108,0,0,0,100
373,"2018-06-16 17:40:00",165,165,0,0,0,100
341,"2018-06-16 15:00:00",129,129,0,0,0,100
359,"2018-06-16 16:30:00",220,219,1,0,0,99.8864
351,"2018-06-16 15:50:00",155,154,1,0,0,99.8387
342,"2018-06-16 15:05:00",99,98,0,1,0,99.4949
417,"2018-06-16 21:20:00",101,101,0,0,0,100
395,"2018-06-16 19:30:00",86,86,0,0,0,100
367,"2018-06-16 17:10:00",349,349,0,0,0,100
380,"2018-06-16 18:15:00",75,75,0,0,0,100
360,"2018-06-16 16:35:00",174,174,0,0,0,100
343,"2018-06-16 15:10:00",98,98,0,0,0,100
352,"2018-06-16 15:55:00",165,165,0,0,0,100
374,"2018-06-16 17:45:00",107,107,0,0,0,100
421,"2018-06-16 21:40:00",102,102,0,0,0,100
415,"2018-06-16 21:10:00",82,82,0,0,0,100
386,"2018-06-16 18:45:00",84,84,0,0,0,100
344,"2018-06-16 15:15:00",105,105,0,0,0,100
353,"2018-06-16 16:00:00",151,151,0,0,0,100
368,"2018-06-16 17:15:00",289,289,0,0,0,100
361,"2018-06-16 16:40:00",323,323,0,0,0,100
391,"2018-06-16 19:10:00",77,77,0,0,0,100
345,"2018-06-16 15:20:00",91,91,0,0,0,100
410,"2018-06-16 20:45:00",71,71,0,0,0,100
407,"2018-06-16 20:30:00",88,88,0,0,0,100
381,"2018-06-16 18:20:00",82,82,0,0,0,100
354,"2018-06-16 16:05:00",175,175,0,0,0,100
375,"2018-06-16 17:50:00",107,107,0,0,0,100
346,"2018-06-16 15:25:00",128,127,1,0,0,99.8047
362,"2018-06-16 16:45:00",251,251,0,0,0,100
369,"2018-06-16 17:20:00",186,186,0,0,0,100
400,"2018-06-16 19:55:00",113,113,0,0,0,100
396,"2018-06-16 19:35:00",169,169,0,0,0,100
355,"2018-06-16 16:10:00",229,229,0,0,0,100
387,"2018-06-16 18:50:00",84,83,1,0,0,99.7024
363,"2018-06-16 16:50:00",302,302,0,0,0,100
376,"2018-06-16 17:55:00",83,83,0,0,0,100
370,"2018-06-16 17:25:00",175,170,4,1,0,99.1429
392,"2018-06-16 19:15:00",134,129,4,1,0,98.8806
382,"2018-06-16 18:25:00",101,101,0,0,0,100
404,"2018-06-16 20:15:00",97,97,0,0,0,100
377,"2018-06-16 18:00:00",91,91,0,0,0,100
388,"2018-06-16 18:55:00",108,108,0,0,0,100
413,"2018-06-16 21:00:00",89,89,0,0,0,100
401,"2018-06-16 20:00:00",86,86,0,0,0,100
383,"2018-06-16 18:30:00",86,86,0,0,0,100
397,"2018-06-16 19:40:00",74,73,1,0,0,99.6622
393,"2018-06-16 19:20:00",105,105,0,0,0,100
426,"2018-06-16 22:05:00",64,63,1,0,0,99.6094
423,"2018-06-16 21:50:00",97,97,0,0,0,100
389,"2018-06-16 19:00:00",145,144,1,0,0,99.8276
408,"2018-06-16 20:35:00",100,100,0,0,0,100
405,"2018-06-16 20:20:00",130,130,0,0,0,100
394,"2018-06-16 19:25:00",71,71,0,0,0,100
398,"2018-06-16 19:45:00",82,81,1,0,0,99.6951
402,"2018-06-16 20:05:00",75,75,0,0,0,100
411,"2018-06-16 20:50:00",67,67,0,0,0,100
437,"2018-06-16 23:00:00",62,61,0,0,0,98.3871
418,"2018-06-16 21:25:00",91,91,0,0,0,100
416,"2018-06-16 21:15:00",92,91,1,0,0,99.7283
414,"2018-06-16 21:05:00",95,95,0,0,0,100
409,"2018-06-16 20:40:00",74,74,0,0,0,100
434,"2018-06-16 22:45:00",59,59,0,0,0,100
420,"2018-06-16 21:35:00",72,72,0,0,0,100
431,"2018-06-16 22:30:00",101,101,0,0,0,100
425,"2018-06-16 22:00:00",80,79,0,0,0,98.75
422,"2018-06-16 21:45:00",82,82,0,0,0,100
433,"2018-06-16 22:40:00",77,77,0,0,0,100
424,"2018-06-16 21:55:00",39,39,0,0,0,100
428,"2018-06-16 22:15:00",103,103,0,0,0,100
427,"2018-06-16 22:10:00",99,99,0,0,0,100
429,"2018-06-16 22:20:00",78,78,0,0,0,100
432,"2018-06-16 22:35:00",267,266,1,0,0,99.9064
435,"2018-06-16 22:50:00",95,95,0,0,0,100
436,"2018-06-16 22:55:00",59,58,1,0,0,99.5763
445,"2018-06-16 23:40:00",70,70,0,0,0,100
438,"2018-06-16 23:05:00",85,84,1,0,0,99.7059
439,"2018-06-16 23:10:00",68,68,0,0,0,100
440,"2018-06-16 23:15:00",66,66,0,0,0,100
441,"2018-06-16 23:20:00",84,84,0,0,0,100
442,"2018-06-16 23:25:00",68,68,0,0,0,100
443,"2018-06-16 23:30:00",82,82,0,0,0,100
444,"2018-06-16 23:35:00",75,75,0,0,0,100
446,"2018-06-16 23:45:00",64,64,0,0,0,100
447,"2018-06-16 23:50:00",65,65,0,0,0,100
448,"2018-06-16 23:55:00",78,78,0,0,0,100
485,"2018-06-17 03:00:00",67,67,0,0,0,100
470,"2018-06-17 01:45:00",66,66,0,0,0,100
478,"2018-06-17 02:25:00",64,64,0,0,0,100
525,"2018-06-17 06:20:00",78,78,0,0,0,100
503,"2018-06-17 04:30:00",66,66,0,0,0,100
449,"2018-06-17 00:00:00",85,85,0,0,0,100
459,"2018-06-17 00:50:00",66,66,0,0,0,100
461,"2018-06-17 01:00:00",86,86,0,0,0,100
492,"2018-06-17 03:35:00",69,69,0,0,0,100
512,"2018-06-17 05:15:00",76,76,0,0,0,100
462,"2018-06-17 01:05:00",52,52,0,0,0,100
450,"2018-06-17 00:05:00",74,74,0,0,0,100
471,"2018-06-17 01:50:00",75,75,0,0,0,100
460,"2018-06-17 00:55:00",63,63,0,0,0,100
498,"2018-06-17 04:05:00",102,102,0,0,0,100
479,"2018-06-17 02:30:00",57,57,0,0,0,100
486,"2018-06-17 03:05:00",52,52,0,0,0,100
451,"2018-06-17 00:10:00",74,74,0,0,0,100
463,"2018-06-17 01:10:00",45,45,0,0,0,100
538,"2018-06-17 07:25:00",141,141,0,0,0,100
508,"2018-06-17 04:55:00",80,80,0,0,0,100
472,"2018-06-17 01:55:00",62,62,0,0,0,100
452,"2018-06-17 00:15:00",66,66,0,0,0,100
532,"2018-06-17 06:55:00",82,82,0,0,0,100
480,"2018-06-17 02:35:00",84,84,0,0,0,100
464,"2018-06-17 01:15:00",66,66,0,0,0,100
493,"2018-06-17 03:40:00",81,81,0,0,0,100
487,"2018-06-17 03:10:00",66,65,1,0,0,99.6212
453,"2018-06-17 00:20:00",98,98,0,0,0,100
473,"2018-06-17 02:00:00",80,80,0,0,0,100
516,"2018-06-17 05:35:00",105,105,0,0,0,100
504,"2018-06-17 04:35:00",82,82,0,0,0,100
465,"2018-06-17 01:20:00",46,46,0,0,0,100
499,"2018-06-17 04:10:00",75,75,0,0,0,100
454,"2018-06-17 00:25:00",80,80,0,0,0,100
481,"2018-06-17 02:40:00",65,65,0,0,0,100
530,"2018-06-17 06:45:00",66,66,0,0,0,100
474,"2018-06-17 02:05:00",103,102,1,0,0,99.7573
466,"2018-06-17 01:25:00",61,61,0,0,0,100
455,"2018-06-17 00:30:00",76,76,0,0,0,100
488,"2018-06-17 03:15:00",59,59,0,0,0,100
