"id","ts","min","max","avg","sum","cnt"
256,"2018-06-26 08:00:00",0,10694,53,66411,1251
255,"2018-06-26 07:00:00",0,2214,22,36369,1598
246,"2018-06-25 22:00:00",0,3764,14,19464,1362
231,"2018-06-25 07:00:00",0,21739,52,81200,1545
227,"2018-06-25 03:00:00",0,2694,12,15235,1221
257,"2018-06-26 09:00:00",0,4569,26,36063,1382
254,"2018-06-26 06:00:00",0,18778,100,131349,1303
224,"2018-06-25 00:00:00",0,4220,18,23208,1224
243,"2018-06-25 19:00:00",0,9990,35,70631,1981
270,"2018-06-26 22:00:00",0,4394,21,20766,958
261,"2018-06-26 13:00:00",0,7843,32,39945,1212
268,"2018-06-26 20:00:00",0,14724,43,50827,1173
258,"2018-06-26 10:00:00",0,3017,20,25289,1205
230,"2018-06-25 06:00:00",0,5467,14,18551,1321
253,"2018-06-26 05:00:00",0,9137,78,86575,1098
250,"2018-06-26 02:00:00",0,13525,36,50618,1379
266,"2018-06-26 18:00:00",0,6797,26,37327,1431
244,"2018-06-25 20:00:00",0,6570,29,48480,1654
247,"2018-06-25 23:00:00",0,2854,17,24960,1403
263,"2018-06-26 15:00:00",0,4947,30,40223,1334
293,"2018-06-27 21:00:00",0,15987,60,46308,770
288,"2018-06-27 16:00:00",0,14964,53,42567,800
259,"2018-06-26 11:00:00",0,23253,41,56571,1354
272,"2018-06-27 00:00:00",0,5286,19,17974,918
252,"2018-06-26 04:00:00",0,9176,51,82391,1602
280,"2018-06-27 08:00:00",0,312866,475,382994,806
283,"2018-06-27 11:00:00",0,30268,92,66843,719
275,"2018-06-27 03:00:00",0,2040,14,13937,985
274,"2018-06-27 02:00:00",0,3342,22,25115,1132
262,"2018-06-26 14:00:00",0,9442,20,29986,1488
269,"2018-06-26 21:00:00",0,3356,21,21358,991
279,"2018-06-27 07:00:00",0,52102,198,232672,1175
276,"2018-06-27 04:00:00",0,7679,32,37903,1174
273,"2018-06-27 01:00:00",0,7003,42,33953,803
287,"2018-06-27 15:00:00",0,75411,283,195160,689
282,"2018-06-27 10:00:00",0,5398,54,37620,696
281,"2018-06-27 09:00:00",0,6832,47,35668,754
