"id","ts","min","max","avg","p50","p95","p99","sum","cnt"
89,"2018-06-15 18:00:00",1,1636,118,33,731,1171,9940,84
91,"2018-06-15 18:10:00",1,920,53,25,159,329,3752,70
107,"2018-06-15 19:30:00",1,387,66,45,123,184,2711,41
121,"2018-06-15 20:40:00",1,1446,66,42,197,511,7751,117
104,"2018-06-15 19:15:00",1,626,43,30,103,311,3223,74
110,"2018-06-15 19:45:00",1,2464,150,31,567,1330,15516,103
159,"2018-06-15 23:50:00",1,1304,62,39,318,413,3868,62
116,"2018-06-15 20:15:00",1,2778,118,53,210,911,8889,75
98,"2018-06-15 18:45:00",1,2304,110,37,190,735,5943,54
130,"2018-06-15 21:25:00",1,1426,108,31,344,531,7253,67
95,"2018-06-15 18:30:00",1,177,41,36,93,126,3426,82
101,"2018-06-15 19:00:00",1,1771,72,41,134,535,6129,84
132,"2018-06-15 21:35:00",1,451,82,63,165,227,4477,54
92,"2018-06-15 18:15:00",1,587,58,43,180,260,4060,69
146,"2018-06-15 22:45:00",1,22595,338,42,179,4640,26419,78
128,"2018-06-15 21:15:00",1,867,87,35,249,540,6067,69
126,"2018-06-15 21:05:00",1,726,80,60,254,392,4453,55
119,"2018-06-15 20:30:00",1,1463,150,47,561,958,12907,86
124,"2018-06-15 20:55:00",1,2572,187,48,652,1206,23477,125
105,"2018-06-15 19:20:00",1,1494,79,41,103,586,5592,70
108,"2018-06-15 19:35:00",1,945,54,27,152,321,4868,90
96,"2018-06-15 18:35:00",1,1195,68,36,135,440,5092,74
114,"2018-06-15 20:05:00",1,2042,75,30,160,747,7507,100
111,"2018-06-15 19:50:00",1,345,84,51,182,230,7969,94
99,"2018-06-15 18:50:00",1,2129,92,11,407,932,9702,105
93,"2018-06-15 18:20:00",1,405,57,47,113,187,4150,72
102,"2018-06-15 19:05:00",1,303,38,31,101,168,8304,214
134,"2018-06-15 21:45:00",1,1747,72,30,147,795,8048,111
163,"2018-06-16 00:10:00",1,1312,92,45,258,497,5638,61
157,"2018-06-15 23:40:00",1,1230,54,33,103,363,4932,91
139,"2018-06-15 22:10:00",2,18140,337,53,516,3855,26982,80
122,"2018-06-15 20:45:00",1,1819,114,42,370,902,9068,79
117,"2018-06-15 20:20:00",1,3556,111,47,237,867,11644,104
145,"2018-06-15 22:40:00",1,855,67,52,124,302,3753,56
97,"2018-06-15 18:40:00",1,364,54,39,148,214,3662,67
141,"2018-06-15 22:20:00",1,2459,150,69,184,882,7667,51
106,"2018-06-15 19:25:00",1,912,95,40,314,476,7642,80
136,"2018-06-15 21:55:00",1,257,67,62,163,171,3557,53
94,"2018-06-15 18:25:00",1,869,64,39,336,486,9722,151
103,"2018-06-15 19:10:00",1,1397,54,18,362,503,4890,90
100,"2018-06-15 18:55:00",1,1620,141,62,349,740,10030,71
152,"2018-06-15 23:15:00",1,1345,99,57,246,494,5071,51
109,"2018-06-15 19:40:00",1,443,53,39,144,215,4400,83
112,"2018-06-15 19:55:00",1,1626,64,23,344,429,6745,105
153,"2018-06-15 23:20:00",1,373,63,38,112,146,3812,60
133,"2018-06-15 21:40:00",1,195,61,59,119,159,3634,59
115,"2018-06-15 20:10:00",1,2111,73,20,149,649,6616,90
120,"2018-06-15 20:35:00",1,815,66,28,250,512,6163,92
131,"2018-06-15 21:30:00",1,824,100,67,181,428,7673,76
127,"2018-06-15 21:10:00",1,980,86,51,131,619,6982,81
129,"2018-06-15 21:20:00",1,418,57,49,149,211,3296,57
125,"2018-06-15 21:00:00",1,839,64,23,163,382,6485,101
123,"2018-06-15 20:50:00",1,2152,201,51,777,1388,19782,98
118,"2018-06-15 20:25:00",1,2560,126,51,338,1243,11226,89
113,"2018-06-15 20:00:00",1,2457,103,29,364,692,8804,85
144,"2018-06-15 22:35:00",1,5411,211,56,1305,1567,10133,48
151,"2018-06-15 23:10:00",1,875,83,43,219,480,5939,71
168,"2018-06-16 00:35:00",1,2440,158,51,589,589,5400,34
138,"2018-06-15 22:05:00",3,2320,167,65,483,900,10069,60
135,"2018-06-15 21:50:00",8,1636,205,71,912,1008,12311,60
150,"2018-06-15 23:05:00",1,1708,134,73,468,703,7242,54
143,"2018-06-15 22:30:00",4,789,83,59,289,289,3607,43
140,"2018-06-15 22:15:00",1,1529,107,56,455,752,7607,71
154,"2018-06-15 23:25:00",1,1363,107,48,359,510,6891,64
170,"2018-06-16 00:45:00",1,1139,67,44,300,335,3441,51
149,"2018-06-15 23:00:00",1,361,55,46,144,176,6862,124
137,"2018-06-15 22:00:00",1,7458,256,70,568,2738,22529,88
169,"2018-06-16 00:40:00",1,3223,106,45,91,735,5733,54
142,"2018-06-15 22:25:00",1,1027,88,61,183,320,4582,52
148,"2018-06-15 22:55:00",1,906,71,38,239,338,5257,74
147,"2018-06-15 22:50:00",1,2388,101,41,104,717,6066,60
160,"2018-06-15 23:55:00",1,920,53,19,74,342,3307,62
155,"2018-06-15 23:30:00",1,1518,71,48,96,390,4214,59
158,"2018-06-15 23:45:00",1,1401,160,45,588,601,9289,58
162,"2018-06-16 00:05:00",1,1095,73,45,217,299,4722,64
156,"2018-06-15 23:35:00",1,2321,148,56,293,840,9231,62
166,"2018-06-16 00:25:00",1,1303,61,37,281,517,10280,168
164,"2018-06-16 00:15:00",1,398,67,60,224,224,2954,44
165,"2018-06-16 00:20:00",1,1685,175,72,381,692,9283,53
161,"2018-06-16 00:00:00",1,1550,82,43,172,415,4346,53
167,"2018-06-16 00:30:00",1,1134,72,33,186,417,3608,50
174,"2018-06-16 01:05:00",1,428,51,37,119,183,2329,45
171,"2018-06-16 00:50:00",1,1429,93,44,510,510,4384,47
172,"2018-06-16 00:55:00",1,801,82,49,192,363,4945,60
176,"2018-06-16 01:15:00",1,1472,90,37,112,664,4985,55
173,"2018-06-16 01:00:00",1,1559,63,30,156,482,6087,96
175,"2018-06-16 01:10:00",1,529,74,46,140,253,4699,63
177,"2018-06-16 01:20:00",1,1189,72,44,328,335,3315,46
178,"2018-06-16 01:25:00",1,1406,117,38,382,715,6592,56
179,"2018-06-16 01:30:00",1,5326,183,55,1260,1277,9565,52
180,"2018-06-16 01:35:00",1,364,63,51,143,187,2583,41
181,"2018-06-16 01:40:00",1,1410,86,55,389,404,3723,43
182,"2018-06-16 01:45:00",1,856,63,32,251,453,4395,69
212,"2018-06-16 04:15:00",1,1313,96,53,484,489,5004,52
258,"2018-06-16 08:05:00",1,2264,65,29,116,825,7439,114
228,"2018-06-16 05:35:00",1,619,51,33,82,312,4288,83
189,"2018-06-16 02:20:00",1,959,63,41,117,298,3308,52
219,"2018-06-16 04:50:00",1,1472,77,50,109,391,5380,69
196,"2018-06-16 02:55:00",1,871,71,51,159,309,3337,47
186,"2018-06-16 02:05:00",1,829,78,54,240,241,4300,55
210,"2018-06-16 04:05:00",1,1548,89,43,478,480,4942,55
250,"2018-06-16 07:25:00",1,1473,63,20,135,653,6242,99
193,"2018-06-16 02:40:00",1,200,51,48,116,128,2398,47
199,"2018-06-16 03:10:00",4,1384,76,53,133,392,4443,58
217,"2018-06-16 04:40:00",3,203,55,57,96,127,2665,48
183,"2018-06-16 01:50:00",1,207,51,51,116,116,2262,44
202,"2018-06-16 03:25:00",1,1480,149,59,259,855,7171,48
205,"2018-06-16 03:40:00",1,215,50,49,114,114,2351,47
221,"2018-06-16 05:00:00",1,1746,87,29,259,848,7723,88
190,"2018-06-16 02:25:00",1,1536,145,67,561,734,7726,53
230,"2018-06-16 05:45:00",1,1493,75,50,110,403,3913,52
208,"2018-06-16 03:55:00",1,351,72,57,132,215,4705,65
233,"2018-06-16 06:00:00",1,2291,122,54,427,809,9658,79
187,"2018-06-16 02:10:00",1,1805,99,48,191,620,6570,66
223,"2018-06-16 05:10:00",1,506,61,48,242,246,3193,52
194,"2018-06-16 02:45:00",1,1566,90,60,443,493,6270,69
184,"2018-06-16 01:55:00",1,974,90,53,295,409,4346,48
197,"2018-06-16 03:00:00",1,1423,64,40,109,513,5261,81
215,"2018-06-16 04:30:00",1,5369,119,40,125,1190,8828,74
237,"2018-06-16 06:20:00",1,1120,62,34,114,359,4188,67
247,"2018-06-16 07:10:00",1,256,41,21,124,147,4087,98
213,"2018-06-16 04:20:00",1,1080,90,47,381,545,4804,53
200,"2018-06-16 03:15:00",1,1302,88,52,258,404,5672,64
191,"2018-06-16 02:30:00",1,809,40,40,76,227,2813,70
252,"2018-06-16 07:35:00",1,1420,88,51,212,586,8559,97
203,"2018-06-16 03:30:00",1,158,43,36,74,112,2266,52
206,"2018-06-16 03:45:00",1,920,38,26,84,300,4010,103
188,"2018-06-16 02:15:00",1,1419,99,47,116,657,6496,65
225,"2018-06-16 05:20:00",1,1419,80,50,124,519,6341,79
211,"2018-06-16 04:10:00",1,1370,101,53,312,545,6321,62
185,"2018-06-16 02:00:00",1,1502,143,47,509,598,7754,54
195,"2018-06-16 02:50:00",1,226,80,66,157,157,2661,33
236,"2018-06-16 06:15:00",1,512,55,35,122,286,4603,83
218,"2018-06-16 04:45:00",3,796,66,36,129,414,4743,71
198,"2018-06-16 03:05:00",1,967,102,77,148,432,6964,68
192,"2018-06-16 02:35:00",1,1471,136,57,418,474,5177,38
209,"2018-06-16 04:00:00",1,1270,82,49,133,513,5712,69
220,"2018-06-16 04:55:00",1,14707,195,33,384,3281,21107,108
201,"2018-06-16 03:20:00",1,207,51,40,111,117,2272,44
227,"2018-06-16 05:30:00",1,687,72,45,230,327,3566,49
232,"2018-06-16 05:55:00",1,284,78,66,167,190,3852,49
216,"2018-06-16 04:35:00",1,1466,115,44,530,675,6468,56
204,"2018-06-16 03:35:00",1,1520,98,43,362,665,8267,84
207,"2018-06-16 03:50:00",1,907,56,29,124,297,4250,75
222,"2018-06-16 05:05:00",1,202,39,46,105,116,2531,64
229,"2018-06-16 05:40:00",1,1483,163,60,917,939,8975,55
242,"2018-06-16 06:45:00",1,1599,72,23,84,680,5679,78
214,"2018-06-16 04:25:00",1,1286,75,45,355,402,4281,57
241,"2018-06-16 06:40:00",1,1135,68,23,325,385,7377,108
243,"2018-06-16 06:50:00",1,1369,58,22,108,352,3759,64
224,"2018-06-16 05:15:00",1,2055,83,32,119,777,6641,80
255,"2018-06-16 07:50:00",1,1365,46,22,99,400,5133,111
235,"2018-06-16 06:10:00",1,1379,65,41,155,401,6706,102
231,"2018-06-16 05:50:00",1,1639,113,50,237,676,6355,56
226,"2018-06-16 05:25:00",1,470,53,40,111,182,3277,61
262,"2018-06-16 08:25:00",1,14723,201,29,204,3097,18364,91
240,"2018-06-16 06:35:00",1,526,52,48,184,250,3246,62
244,"2018-06-16 06:55:00",1,292,39,20,80,180,3071,78
234,"2018-06-16 06:05:00",1,2784,147,55,410,905,11664,79
248,"2018-06-16 07:15:00",1,400,33,19,87,167,3533,107
239,"2018-06-16 06:30:00",1,204,60,60,103,104,2104,35
238,"2018-06-16 06:25:00",1,312,51,40,110,138,2943,57
245,"2018-06-16 07:00:00",1,1069,65,39,197,365,6388,97
251,"2018-06-16 07:30:00",1,1524,71,21,122,687,6402,89
257,"2018-06-16 08:00:00",1,1474,62,14,290,547,6143,99
246,"2018-06-16 07:05:00",1,837,43,13,86,258,3273,75
259,"2018-06-16 08:10:00",1,1442,53,15,127,574,6195,115
249,"2018-06-16 07:20:00",1,2770,79,20,117,925,8401,106
256,"2018-06-16 07:55:00",1,1947,105,45,364,748,8899,84
264,"2018-06-16 08:35:00",1,340,47,25,110,221,5635,118
253,"2018-06-16 07:40:00",1,1489,57,32,149,513,6676,117
254,"2018-06-16 07:45:00",1,1503,59,16,114,687,6329,106
260,"2018-06-16 08:15:00",1,204,61,38,128,145,4824,78
261,"2018-06-16 08:20:00",1,445,38,14,98,196,3326,86
263,"2018-06-16 08:30:00",1,502,39,30,80,174,3144,79
266,"2018-06-16 08:45:00",1,1856,65,28,94,454,5226,80
265,"2018-06-16 08:40:00",1,1604,60,29,126,490,7475,124
267,"2018-06-16 08:50:00",1,202,37,20,87,127,2808,74
269,"2018-06-16 09:00:00",1,599,45,12,157,333,4735,104
268,"2018-06-16 08:55:00",1,1443,45,24,123,447,6396,140
270,"2018-06-16 09:05:00",1,1317,59,21,177,396,6745,114
271,"2018-06-16 09:10:00",1,5027,94,13,378,1194,10734,114
272,"2018-06-16 09:15:00",1,592,37,21,95,219,4332,115
273,"2018-06-16 09:20:00",1,5060,139,20,140,2124,14902,107
309,"2018-06-16 12:20:00",1,1728,48,15,94,520,5401,111
295,"2018-06-16 11:10:00",1,459,43,26,94,212,3698,86
277,"2018-06-16 09:40:00",1,1339,70,29,140,616,8568,122
313,"2018-06-16 12:40:00",1,166,26,13,76,116,3415,127
311,"2018-06-16 12:30:00",1,1107,51,18,137,520,6291,123
320,"2018-06-16 13:15:00",1,669,29,16,116,282,4559,153
305,"2018-06-16 12:00:00",1,2402,48,20,90,640,6029,124
341,"2018-06-16 15:00:00",1,1154,56,18,191,425,7268,129
284,"2018-06-16 10:15:00",1,1563,71,35,116,562,6167,86
323,"2018-06-16 13:30:00",1,227,34,14,84,157,3322,95
287,"2018-06-16 10:30:00",1,1421,131,72,272,606,13822,105
298,"2018-06-16 11:25:00",1,853,48,23,170,318,6362,132
274,"2018-06-16 09:25:00",1,204,28,15,97,128,3190,112
281,"2018-06-16 10:00:00",1,843,73,40,193,429,6900,94
290,"2018-06-16 10:45:00",1,1060,62,80,188,358,7117,114
293,"2018-06-16 11:00:00",1,1401,64,24,123,599,7771,120
278,"2018-06-16 09:45:00",1,854,54,29,98,360,5414,100
303,"2018-06-16 11:50:00",1,439,45,28,167,184,4573,101
315,"2018-06-16 12:50:00",1,774,35,15,80,283,3981,111
339,"2018-06-16 14:50:00",1,230,28,12,100,150,4746,167
348,"2018-06-16 15:35:00",1,855,37,19,102,287,8698,231
301,"2018-06-16 11:40:00",1,1471,51,26,188,521,10152,196
275,"2018-06-16 09:30:00",1,1611,231,43,862,931,25048,108
285,"2018-06-16 10:20:00",1,1135,77,35,210,463,7630,98
296,"2018-06-16 11:15:00",1,127,20,10,72,94,3034,147
326,"2018-06-16 13:45:00",1,952,75,15,255,480,5626,75
282,"2018-06-16 10:05:00",1,6000,117,24,153,1346,9891,84
288,"2018-06-16 10:35:00",1,765,139,74,371,409,9636,69
317,"2018-06-16 13:00:00",1,1390,79,12,302,767,7669,97
322,"2018-06-16 13:25:00",1,164,32,15,78,108,2622,81
279,"2018-06-16 09:50:00",1,3346,142,29,621,1320,17130,120
291,"2018-06-16 10:50:00",1,1423,41,16,138,413,6077,145
276,"2018-06-16 09:35:00",1,1438,73,19,392,733,8621,118
299,"2018-06-16 11:30:00",1,1536,85,33,315,884,11160,130
306,"2018-06-16 12:05:00",1,2339,72,16,109,821,7721,106
294,"2018-06-16 11:05:00",1,1577,65,34,104,458,5037,77
308,"2018-06-16 12:15:00",1,921,25,14,77,148,4933,191
312,"2018-06-16 12:35:00",1,483,46,30,149,205,4744,102
310,"2018-06-16 12:25:00",1,233,55,34,131,169,6507,118
331,"2018-06-16 14:10:00",1,636,53,35,108,289,3759,70
283,"2018-06-16 10:10:00",1,834,55,38,94,283,3793,68
286,"2018-06-16 10:25:00",1,225,63,57,154,192,7112,112
319,"2018-06-16 13:10:00",1,159,32,14,109,123,3431,105
304,"2018-06-16 11:55:00",1,212,28,16,89,132,3426,121
280,"2018-06-16 09:55:00",1,339,44,34,101,165,3125,71
289,"2018-06-16 10:40:00",1,1045,145,84,353,516,12984,89
314,"2018-06-16 12:45:00",1,1203,70,21,207,488,5433,77
292,"2018-06-16 10:55:00",1,228,37,20,100,159,5646,151
297,"2018-06-16 11:20:00",1,393,49,31,130,195,4285,86
302,"2018-06-16 11:45:00",1,185,28,22,80,140,4683,162
330,"2018-06-16 14:05:00",1,1112,50,30,85,293,3958,78
332,"2018-06-16 14:15:00",1,357,51,33,96,175,3971,77
300,"2018-06-16 11:35:00",1,1363,41,12,120,460,6187,149
329,"2018-06-16 14:00:00",1,1577,81,23,206,725,9173,113
325,"2018-06-16 13:40:00",1,1532,43,11,77,429,4694,109
333,"2018-06-16 14:20:00",1,253,32,15,66,131,2592,79
316,"2018-06-16 12:55:00",1,1428,54,24,83,616,6422,117
321,"2018-06-16 13:20:00",1,1468,102,30,347,709,8846,86
347,"2018-06-16 15:30:00",1,797,54,28,114,291,5322,98
307,"2018-06-16 12:10:00",1,1069,45,14,115,564,6441,143
334,"2018-06-16 14:25:00",1,1751,62,30,84,575,6159,99
335,"2018-06-16 14:30:00",1,196,30,18,87,144,3095,101
328,"2018-06-16 13:55:00",1,304,51,33,137,183,4811,93
318,"2018-06-16 13:05:00",1,226,29,8,103,165,3694,127
324,"2018-06-16 13:35:00",1,620,33,9,117,288,4624,138
345,"2018-06-16 15:20:00",1,564,41,11,114,192,3803,91
336,"2018-06-16 14:35:00",1,1506,59,16,93,559,6328,106
327,"2018-06-16 13:50:00",1,1155,52,21,233,393,5549,106
342,"2018-06-16 15:05:00",1,4077,93,31,314,929,9241,99
337,"2018-06-16 14:40:00",1,745,44,24,168,369,5165,116
340,"2018-06-16 14:55:00",1,1366,63,27,168,620,7078,111
338,"2018-06-16 14:45:00",1,1697,94,16,202,969,10381,110
349,"2018-06-16 15:40:00",1,758,57,51,120,222,10072,175
344,"2018-06-16 15:15:00",1,1421,56,19,108,619,5949,105
346,"2018-06-16 15:25:00",1,2108,66,9,145,1014,8464,128
353,"2018-06-16 16:00:00",1,335,29,21,60,210,4401,151
355,"2018-06-16 16:10:00",1,1589,40,20,209,471,9384,229
343,"2018-06-16 15:10:00",1,394,36,24,103,207,3555,98
350,"2018-06-16 15:45:00",1,1481,83,72,313,715,15048,180
351,"2018-06-16 15:50:00",1,3472,66,28,137,1057,10361,155
352,"2018-06-16 15:55:00",1,1391,41,21,88,497,6852,165
354,"2018-06-16 16:05:00",1,915,47,18,99,732,8312,175
356,"2018-06-16 16:15:00",1,388,34,23,90,196,5766,165
357,"2018-06-16 16:20:00",1,5747,137,22,707,1597,33919,246
360,"2018-06-16 16:35:00",1,1472,64,21,317,627,11294,174
358,"2018-06-16 16:25:00",1,1545,119,22,474,1462,24621,206
359,"2018-06-16 16:30:00",1,2030,119,21,1047,1614,26342,220
361,"2018-06-16 16:40:00",1,1303,36,27,63,119,11692,323
362,"2018-06-16 16:45:00",1,196,27,23,69,109,6825,251
363,"2018-06-16 16:50:00",1,1493,64,31,273,499,19447,302
364,"2018-06-16 16:55:00",1,1486,49,26,96,199,12770,260
374,"2018-06-16 17:45:00",1,871,51,24,166,299,5482,107
439,"2018-06-16 23:10:00",1,1931,96,65,116,541,6531,68
371,"2018-06-16 17:30:00",1,6088,95,24,295,1634,16160,170
442,"2018-06-16 23:25:00",1,277,61,62,108,133,4201,68
400,"2018-06-16 19:55:00",1,1267,81,23,177,748,9199,113
383,"2018-06-16 18:30:00",1,1073,48,34,83,337,4147,86
386,"2018-06-16 18:45:00",1,1636,88,23,395,642,7404,84
368,"2018-06-16 17:15:00",1,477,35,22,94,210,10262,289
404,"2018-06-16 20:15:00",1,377,52,43,121,220,5134,97
391,"2018-06-16 19:10:00",1,1430,58,22,100,434,4526,77
425,"2018-06-16 22:00:00",1,26009,362,26,5369,5384,29036,80
411,"2018-06-16 20:50:00",1,733,50,16,189,290,3398,67
365,"2018-06-16 17:00:00",1,450,39,26,112,211,12181,307
398,"2018-06-16 19:45:00",1,2304,105,38,374,815,8662,82
396,"2018-06-16 19:35:00",1,1607,98,25,763,905,16682,169
378,"2018-06-16 18:05:00",1,5059,83,32,186,1487,14059,169
389,"2018-06-16 19:00:00",1,2435,94,19,396,595,13757,145
372,"2018-06-16 17:35:00",1,196,32,25,102,143,4847,147
375,"2018-06-16 17:50:00",1,353,31,34,131,145,3343,107
369,"2018-06-16 17:20:00",1,203,31,23,91,137,5869,186
381,"2018-06-16 18:20:00",1,1520,54,27,112,383,4486,82
394,"2018-06-16 19:25:00",1,1097,58,25,108,348,4136,71
414,"2018-06-16 21:05:00",1,195,34,21,83,139,3262,95
406,"2018-06-16 20:25:00",1,573,36,10,97,264,3719,103
384,"2018-06-16 18:35:00",1,1511,63,19,225,813,7876,124
366,"2018-06-16 17:05:00",1,658,41,35,78,187,14141,337
424,"2018-06-16 21:55:00",1,408,39,19,96,137,1550,39
387,"2018-06-16 18:50:00",1,2443,84,25,198,713,7092,84
417,"2018-06-16 21:20:00",1,368,36,16,120,202,3655,101
428,"2018-06-16 22:15:00",1,200,28,11,90,133,2911,103
408,"2018-06-16 20:35:00",1,108,22,8,72,87,2262,100
392,"2018-06-16 19:15:00",1,5023,145,19,584,1761,19454,134
379,"2018-06-16 18:10:00",1,427,45,31,143,155,5048,112
373,"2018-06-16 17:40:00",1,885,43,25,131,291,7258,165
370,"2018-06-16 17:25:00",1,4312,209,22,785,960,36594,175
376,"2018-06-16 17:55:00",1,209,43,33,98,165,3646,83
423,"2018-06-16 21:50:00",1,368,51,27,111,186,4987,97
401,"2018-06-16 20:00:00",1,919,62,29,109,531,5375,86
367,"2018-06-16 17:10:00",1,298,26,18,90,127,9243,349
382,"2018-06-16 18:25:00",1,1410,69,12,318,522,7002,101
403,"2018-06-16 20:10:00",1,208,47,38,119,131,3626,76
390,"2018-06-16 19:05:00",1,851,65,30,162,348,5131,78
385,"2018-06-16 18:40:00",1,1842,101,11,601,1035,10918,108
399,"2018-06-16 19:50:00",1,1632,58,27,112,408,6699,115
413,"2018-06-16 21:00:00",1,848,64,24,158,524,5754,89
397,"2018-06-16 19:40:00",1,2311,109,40,365,840,8134,74
377,"2018-06-16 18:00:00",1,1192,69,20,171,652,6359,91
380,"2018-06-16 18:15:00",1,203,36,20,80,113,2755,75
388,"2018-06-16 18:55:00",1,533,55,29,186,331,5943,108
