"id","ts","min","max","avg","p50","p95","p99","sum","cnt"
1331,"2018-06-18 23:00:00",1,738,6,6,13,28,9205,1423
1364,"2018-06-20 08:00:00",1,55,4,1,13,19,11028,2303
1299,"2018-06-17 13:00:00",1,594,2,1,5,19,2924,1392
1352,"2018-06-19 20:00:00",1,2797,6,2,21,74,16232,2396
1311,"2018-06-18 01:00:00",1,38,1,1,4,6,1349,688
1317,"2018-06-18 07:00:00",1,1362,3,1,23,49,6864,1935
1375,"2018-06-21 00:00:00",1,15,4,4,11,12,5734,1161
1307,"2018-06-17 21:00:00",1,2443,4,1,9,46,4799,1145
1300,"2018-06-17 14:00:00",1,1773,3,1,4,47,4437,1129
1322,"2018-06-18 12:00:00",1,26,1,1,2,7,1975,1394
1305,"2018-06-17 19:00:00",1,88,1,1,1,2,6568,6101
1349,"2018-06-19 17:00:00",1,1512,5,4,18,43,12688,2126
1358,"2018-06-20 02:00:00",1,56,10,11,13,14,46119,4503
1320,"2018-06-18 10:00:00",1,1026,2,1,2,34,4232,1814
1313,"2018-06-18 03:00:00",1,1019,2,1,3,4,2143,818
1339,"2018-06-19 07:00:00",1,2863,9,1,45,103,25645,2641
1326,"2018-06-18 18:00:00",1,686,2,1,12,16,4616,2285
1327,"2018-06-18 19:00:00",1,1269,3,1,3,39,4914,1363
1310,"2018-06-18 00:00:00",1,47,1,1,5,6,1253,726
1301,"2018-06-17 15:00:00",1,1348,3,1,12,31,6250,1752
1359,"2018-06-20 03:00:00",1,3575,17,11,55,74,82859,4708
1318,"2018-06-18 08:00:00",1,1843,5,1,12,105,10260,2038
1323,"2018-06-18 13:00:00",1,761,7,1,12,25,7978,1092
1308,"2018-06-17 22:00:00",1,35,1,1,4,5,1143,663
1345,"2018-06-19 13:00:00",1,1927,7,3,19,54,15518,2081
1302,"2018-06-17 16:00:00",1,40,1,1,3,6,2256,1422
1304,"2018-06-17 18:00:00",1,1442,1,1,1,24,10656,5485
1369,"2018-06-20 18:00:00",1,34,3,1,11,14,6574,1863
1367,"2018-06-20 11:00:00",1,2732,5,1,15,61,10713,2111
1325,"2018-06-18 17:00:00",1,1591,4,1,3,29,7215,1730
1342,"2018-06-19 10:00:00",1,3023,11,1,40,107,25825,2324
1324,"2018-06-18 14:00:00",1,84,1,1,2,7,943,610
1335,"2018-06-19 03:00:00",1,20,8,10,13,14,8188,920
1329,"2018-06-18 21:00:00",1,44,1,1,2,5,1578,1179
1315,"2018-06-18 05:00:00",1,1012,9,1,27,39,9964,1054
1312,"2018-06-18 02:00:00",1,38,1,1,5,7,1270,668
1362,"2018-06-20 06:00:00",1,2228,8,1,14,143,23153,2744
1321,"2018-06-18 11:00:00",1,1197,2,1,3,29,3775,1662
1328,"2018-06-18 20:00:00",1,48,1,1,3,6,2410,1640
1319,"2018-06-18 09:00:00",1,78,2,1,5,10,3813,1788
1336,"2018-06-19 04:00:00",1,447,7,7,17,28,10464,1435
1306,"2018-06-17 20:00:00",1,2111,1,1,1,38,10992,5785
1370,"2018-06-20 19:00:00",1,327,3,1,11,18,6957,2017
1332,"2018-06-19 00:00:00",1,39,6,5,12,15,7936,1321
1316,"2018-06-18 06:00:00",1,868,2,1,4,25,7240,2489
1341,"2018-06-19 09:00:00",1,1659,6,1,14,86,16136,2620
1334,"2018-06-19 02:00:00",1,147,7,8,13,19,8824,1248
1372,"2018-06-20 21:00:00",1,55,4,3,11,14,6149,1383
1330,"2018-06-18 22:00:00",1,39,3,2,10,15,4703,1208
1343,"2018-06-19 11:00:00",1,27,4,1,13,16,10182,2423
1337,"2018-06-19 05:00:00",1,103,4,3,13,19,9847,2066
1347,"2018-06-19 15:00:00",1,429,6,5,20,22,11507,1786
1351,"2018-06-19 19:00:00",1,1288,5,2,18,36,12524,2345
1340,"2018-06-19 08:00:00",1,1186,5,1,14,68,14528,2554
1348,"2018-06-19 16:00:00",1,22,4,2,12,14,9316,2153
1346,"2018-06-19 14:00:00",1,32,5,5,13,16,9229,1579
1356,"2018-06-20 00:00:00",1,38,9,11,13,15,48674,4986
1344,"2018-06-19 12:00:00",1,410,3,1,13,17,11565,2999
1350,"2018-06-19 18:00:00",1,845,4,2,13,15,10969,2693
1354,"2018-06-19 22:00:00",1,38,9,11,13,15,41693,4447
1353,"2018-06-19 21:00:00",1,227,5,4,12,16,19210,3376
1360,"2018-06-20 04:00:00",1,1162,9,9,14,34,38788,4146
1361,"2018-06-20 05:00:00",1,910,6,3,21,38,16111,2458
1366,"2018-06-20 10:00:00",1,3997,20,1,66,89,52119,2517
1357,"2018-06-20 01:00:00",1,43,9,10,12,15,47246,5057
1377,"2018-06-21 02:00:00",1,21,4,4,11,13,5794,1216
1365,"2018-06-20 09:00:00",1,1245,7,1,30,72,20161,2598
1368,"2018-06-20 12:00:00",1,33,3,1,11,16,5608,1831
1371,"2018-06-20 20:00:00",1,2146,2,3,35,48,15699,6061
1376,"2018-06-21 01:00:00",1,29,4,4,11,13,5603,1123
1373,"2018-06-20 22:00:00",1,56,4,2,11,15,6751,1568
1374,"2018-06-20 23:00:00",1,56,4,3,12,14,6028,1265
1379,"2018-06-21 04:00:00",1,332,5,4,19,29,7617,1456
1378,"2018-06-21 03:00:00",1,38,4,4,11,14,5945,1248
1380,"2018-06-21 05:00:00",1,73,3,2,7,15,6260,1928
1384,"2018-06-21 09:00:00",1,1901,4,1,3,76,6681,1594
1381,"2018-06-21 06:00:00",1,429,1,1,2,15,3610,2255
1382,"2018-06-21 07:00:00",1,1761,2,1,5,38,4305,1749
1383,"2018-06-21 08:00:00",1,1111,2,1,3,38,4410,1596
1387,"2018-06-21 12:00:00",1,989,3,1,14,31,5058,1559
1385,"2018-06-21 10:00:00",1,662,1,1,4,19,3212,1843
1386,"2018-06-21 11:00:00",1,1012,2,1,5,30,4799,1962
1401,"2018-06-22 02:00:00",1,103,1,1,3,7,1373,885
1404,"2018-06-22 05:00:00",1,1315,3,1,7,28,3143,1041
1418,"2018-06-22 19:00:00",1,20,1,1,3,4,993,748
1398,"2018-06-21 23:00:00",1,33,1,1,2,6,1527,1041
1458,"2018-06-24 11:00:00",1,85,3,2,10,13,6500,1743
1438,"2018-06-23 15:00:00",1,1738,8,3,24,41,10838,1294
1468,"2018-06-24 21:00:00",1,304,3,1,12,22,4339,1370
1472,"2018-06-25 01:00:00",1,44,4,3,14,16,4114,895
1441,"2018-06-23 18:00:00",1,34,4,5,11,13,5798,1279
1409,"2018-06-22 10:00:00",1,2645,3,1,3,52,4820,1550
1402,"2018-06-22 03:00:00",1,153,1,1,3,7,1427,957
1388,"2018-06-21 13:00:00",1,160,1,1,3,7,1240,820
1392,"2018-06-21 17:00:00",1,1754,4,1,14,50,7044,1484
1389,"2018-06-21 14:00:00",1,35,1,1,5,8,1743,1088
1426,"2018-06-23 03:00:00",1,19,5,6,11,11,5010,861
1403,"2018-06-22 04:00:00",1,143,1,1,4,10,1571,980
1454,"2018-06-24 07:00:00",1,31,4,3,11,13,5907,1448
1400,"2018-06-22 01:00:00",1,15,1,1,3,5,1287,952
1405,"2018-06-22 06:00:00",1,39,1,1,2,6,2193,1830
1395,"2018-06-21 20:00:00",1,34,1,1,2,4,2269,1934
1432,"2018-06-23 09:00:00",1,129,4,3,11,15,6339,1505
1443,"2018-06-23 20:00:00",1,21,4,4,11,12,5311,1151
1397,"2018-06-21 22:00:00",1,48,3,1,5,10,3990,1302
1410,"2018-06-22 11:00:00",1,36,1,1,3,8,1991,1412
1390,"2018-06-21 15:00:00",1,33,1,1,4,6,1595,1030
1411,"2018-06-22 12:00:00",1,34,1,1,5,8,1086,625
1406,"2018-06-22 07:00:00",1,38,1,1,3,9,2450,1686
1456,"2018-06-24 09:00:00",1,33,3,2,11,13,6023,1573
1449,"2018-06-24 02:00:00",1,38,8,9,12,13,5161,616
1430,"2018-06-23 07:00:00",1,40,4,3,11,15,6500,1549
1393,"2018-06-21 18:00:00",1,2814,4,1,3,17,7507,1785
1419,"2018-06-22 20:00:00",1,189,1,1,5,10,1209,620
1429,"2018-06-23 06:00:00",1,75,3,2,11,14,6377,1754
1399,"2018-06-22 00:00:00",1,1976,3,1,3,39,3532,1050
1407,"2018-06-22 08:00:00",1,1971,14,1,38,84,27657,1953
1428,"2018-06-23 05:00:00",1,88,4,4,12,14,6049,1328
1435,"2018-06-23 12:00:00",1,61,4,5,11,14,6051,1248
1412,"2018-06-22 13:00:00",1,27,1,1,3,4,1313,1059
1427,"2018-06-23 04:00:00",1,1748,9,7,14,57,8462,935
1391,"2018-06-21 16:00:00",1,33,1,1,2,5,1850,1487
1424,"2018-06-23 01:00:00",1,37,5,5,11,13,4808,921
1420,"2018-06-22 21:00:00",1,83,1,3,5,8,1045,557
1436,"2018-06-23 13:00:00",1,856,5,4,11,28,6740,1214
1422,"2018-06-22 23:00:00",1,44,2,2,7,12,2808,971
1394,"2018-06-21 19:00:00",1,29,1,1,3,5,1716,1397
1396,"2018-06-21 21:00:00",1,210,1,1,3,10,2451,1587
1421,"2018-06-22 22:00:00",1,59,1,2,6,8,1259,690
1423,"2018-06-23 00:00:00",1,49,5,5,11,13,5063,944
1408,"2018-06-22 09:00:00",1,33,1,1,2,6,2175,1678
1463,"2018-06-24 16:00:00",1,1030,4,2,11,49,10209,2112
1460,"2018-06-24 13:00:00",1,202,4,3,12,16,8592,1859
1413,"2018-06-22 14:00:00",1,31,1,1,3,5,1704,1358
1425,"2018-06-23 02:00:00",1,34,6,7,11,13,5213,821
1414,"2018-06-22 15:00:00",1,830,2,1,4,22,2470,1005
1417,"2018-06-22 18:00:00",1,37,1,2,5,7,1253,651
1416,"2018-06-22 17:00:00",1,33,1,1,5,6,1285,926
1415,"2018-06-22 16:00:00",1,1922,4,1,5,39,3150,641
1434,"2018-06-23 11:00:00",1,954,5,2,11,18,8832,1682
1447,"2018-06-24 00:00:00",1,34,7,9,11,12,5167,678
1437,"2018-06-23 14:00:00",1,28,3,2,10,13,6251,1864
1448,"2018-06-24 01:00:00",1,23,7,9,12,12,5174,648
1439,"2018-06-23 16:00:00",1,27,4,3,10,12,5534,1330
1431,"2018-06-23 08:00:00",1,37,3,2,11,14,6509,1745
1433,"2018-06-23 10:00:00",1,32,4,3,11,13,6058,1304
1440,"2018-06-23 17:00:00",1,40,4,4,11,14,6024,1334
1442,"2018-06-23 19:00:00",1,17,4,4,11,12,5737,1312
1450,"2018-06-24 03:00:00",1,35,8,9,11,12,4999,562
1457,"2018-06-24 10:00:00",1,1757,4,2,10,42,8063,1747
1451,"2018-06-24 04:00:00",1,65,7,8,11,14,5121,651
1444,"2018-06-23 21:00:00",1,3396,25,6,51,69,28441,1122
1446,"2018-06-23 23:00:00",1,23,7,9,11,11,4884,623
1445,"2018-06-23 22:00:00",1,24,7,9,11,12,5173,665
1453,"2018-06-24 06:00:00",1,33,5,5,11,13,5551,1031
1455,"2018-06-24 08:00:00",1,39,4,4,10,14,5523,1195
1452,"2018-06-24 05:00:00",1,62,5,6,11,15,5571,958
1461,"2018-06-24 14:00:00",1,43,4,3,12,18,7966,1637
1465,"2018-06-24 18:00:00",1,1138,4,2,11,33,10504,2462
1459,"2018-06-24 12:00:00",1,39,3,2,11,14,7208,1833
1462,"2018-06-24 15:00:00",1,398,4,3,11,20,10770,2555
1464,"2018-06-24 17:00:00",1,2827,6,2,13,45,18372,2628
1466,"2018-06-24 19:00:00",1,927,3,1,11,15,9176,2489
1467,"2018-06-24 20:00:00",1,2197,7,1,41,66,16579,2237
1469,"2018-06-24 22:00:00",1,32,3,1,12,15,4296,1306
1471,"2018-06-25 00:00:00",1,30,3,2,12,14,4251,1156
1470,"2018-06-24 23:00:00",1,63,3,2,12,15,4271,1126
1477,"2018-06-25 06:00:00",1,3912,14,1,65,75,43647,2991
1473,"2018-06-25 02:00:00",1,40,4,3,12,15,3836,864
1474,"2018-06-25 03:00:00",1,31,2,1,7,8,2438,970
1475,"2018-06-25 04:00:00",1,1646,4,1,4,35,4811,1157
1476,"2018-06-25 05:00:00",1,757,4,2,12,19,7729,1645
1478,"2018-06-25 07:00:00",1,578,1,1,2,16,3736,2565
1479,"2018-06-25 08:00:00",1,337,1,1,2,15,4243,2778
1480,"2018-06-25 09:00:00",1,47,1,1,2,6,2890,2288
1483,"2018-06-25 12:00:00",1,472,2,1,4,23,4288,2083
1527,"2018-06-27 08:00:00",1,70,1,1,3,8,2388,1688
1505,"2018-06-26 10:00:00",1,673,2,1,8,17,4882,1836
1501,"2018-06-26 06:00:00",1,38,1,1,3,6,1924,1361
1496,"2018-06-26 01:00:00",1,18,1,1,4,4,606,317
1547,"2018-06-28 04:00:00",1,60,2,1,4,6,850,391
1531,"2018-06-27 12:00:00",1,893,1,1,3,23,3346,1810
1510,"2018-06-26 15:00:00",1,31,1,1,3,5,1236,935
1533,"2018-06-27 14:00:00",1,18,1,1,2,4,1973,1714
1542,"2018-06-27 23:00:00",1,36,3,2,5,6,1554,398
1535,"2018-06-27 16:00:00",1,649,3,1,17,30,7256,2284
1536,"2018-06-27 17:00:00",1,336,1,1,1,11,4051,3043
1492,"2018-06-25 21:00:00",1,941,2,1,2,22,2709,1276
1489,"2018-06-25 18:00:00",1,1681,1,1,2,36,5215,2666
1481,"2018-06-25 10:00:00",1,63,2,1,4,9,4651,2204
1507,"2018-06-26 12:00:00",1,1953,4,1,3,51,5796,1262
1502,"2018-06-26 07:00:00",1,1642,3,1,3,51,4300,1104
1484,"2018-06-25 13:00:00",1,510,2,1,4,16,5781,2433
1511,"2018-06-26 16:00:00",1,54,1,1,1,6,3959,3442
1509,"2018-06-26 14:00:00",1,279,1,1,4,11,1662,897
1504,"2018-06-26 09:00:00",1,1478,3,1,14,21,7915,2492
1486,"2018-06-25 15:00:00",1,2337,2,1,2,44,4771,2022
1515,"2018-06-26 20:00:00",1,2197,12,1,23,41,13649,1081
1497,"2018-06-26 02:00:00",1,33,2,1,5,5,790,310
1520,"2018-06-27 01:00:00",1,47,2,1,7,8,906,339
1543,"2018-06-28 00:00:00",1,23,1,1,3,4,503,254
1525,"2018-06-27 06:00:00",1,1616,2,1,2,37,4540,2124
1524,"2018-06-27 05:00:00",1,122,1,1,4,9,1738,1040
1534,"2018-06-27 15:00:00",1,471,1,1,2,19,2843,1644
1522,"2018-06-27 03:00:00",1,28,2,1,6,7,784,285
1482,"2018-06-25 11:00:00",1,389,1,1,2,12,3670,2637
1488,"2018-06-25 17:00:00",1,1034,1,1,1,24,5211,2751
1512,"2018-06-26 17:00:00",1,30,1,1,2,4,2508,2180
1491,"2018-06-25 20:00:00",1,485,1,1,2,13,2974,1829
1555,"2018-06-28 12:00:00",1,2564,8,1,25,52,7863,911
1546,"2018-06-28 03:00:00",1,52,3,2,6,7,1113,349
1499,"2018-06-26 04:00:00",1,390,2,1,7,14,1572,653
1506,"2018-06-26 11:00:00",1,2725,12,1,55,77,20592,1589
1493,"2018-06-25 22:00:00",1,16,1,1,3,5,990,688
1513,"2018-06-26 18:00:00",1,36,1,1,3,5,1534,1164
1500,"2018-06-26 05:00:00",1,734,3,1,8,18,4762,1300
1529,"2018-06-27 10:00:00",1,52,1,1,2,6,2059,1687
1485,"2018-06-25 14:00:00",1,1382,1,1,2,28,4073,2283
1516,"2018-06-26 21:00:00",1,27,1,1,3,5,1352,984
1494,"2018-06-25 23:00:00",1,15,1,1,3,3,455,283
1487,"2018-06-25 16:00:00",1,642,1,1,1,16,3519,2459
1521,"2018-06-27 02:00:00",1,38,3,2,8,8,959,293
1490,"2018-06-25 19:00:00",1,33,1,1,4,9,2978,1976
1503,"2018-06-26 08:00:00",1,330,1,1,2,13,2779,1872
1495,"2018-06-26 00:00:00",1,59,3,2,6,6,835,241
1540,"2018-06-27 21:00:00",1,40,1,1,4,7,1893,1164
1498,"2018-06-26 03:00:00",1,33,2,1,4,4,891,401
1526,"2018-06-27 07:00:00",1,72,1,1,3,7,3134,2161
1508,"2018-06-26 13:00:00",1,70,1,1,3,8,1958,1158
1517,"2018-06-26 22:00:00",1,34,2,1,5,6,1487,539
1518,"2018-06-26 23:00:00",1,85,2,1,7,7,806,324
1519,"2018-06-27 00:00:00",1,25,2,1,4,5,669,299
1514,"2018-06-26 19:00:00",1,150,1,1,2,5,1720,1183
1530,"2018-06-27 11:00:00",1,2690,7,1,47,49,14347,1854
1523,"2018-06-27 04:00:00",1,437,5,1,21,23,3343,639
1528,"2018-06-27 09:00:00",1,2896,13,1,11,121,27839,2141
1538,"2018-06-27 19:00:00",1,429,1,1,8,13,4599,2674
1541,"2018-06-27 22:00:00",1,36,1,1,2,5,1646,925
1552,"2018-06-28 09:00:00",1,45,1,1,5,6,1107,582
1537,"2018-06-27 18:00:00",1,2497,3,1,28,64,12267,3070
1545,"2018-06-28 02:00:00",1,46,2,1,5,5,685,269
1532,"2018-06-27 13:00:00",1,54,1,1,2,7,2458,1866
1544,"2018-06-28 01:00:00",1,27,2,1,4,4,605,271
1549,"2018-06-28 06:00:00",1,194,1,1,3,10,1805,985
1554,"2018-06-28 11:00:00",1,913,3,1,5,25,2244,724
1539,"2018-06-27 20:00:00",1,37,1,1,3,7,2246,1640
1548,"2018-06-28 05:00:00",1,70,1,1,3,9,1699,1045
1550,"2018-06-28 07:00:00",1,35,1,1,3,5,1237,797
1551,"2018-06-28 08:00:00",1,57,1,1,4,7,1157,763
1553,"2018-06-28 10:00:00",1,37,1,1,4,5,1090,699
1558,"2018-06-28 15:00:00",1,3147,5,1,6,59,4398,854
1559,"2018-06-28 16:00:00",1,49,1,1,3,7,2141,1405
1557,"2018-06-28 14:00:00",1,35,1,1,3,5,1273,958
1560,"2018-06-28 17:00:00",1,48,1,1,2,6,2154,1560
1556,"2018-06-28 13:00:00",1,23,1,1,4,5,1320,798
1563,"2018-06-28 20:00:00",1,377,2,1,4,11,3751,1659
1561,"2018-06-28 18:00:00",1,1193,1,1,2,24,3422,1885
1562,"2018-06-28 19:00:00",1,614,1,1,2,17,4132,2234
1565,"2018-06-28 22:00:00",1,640,2,1,2,16,2152,1000
1564,"2018-06-28 21:00:00",1,43,1,1,3,8,1837,1112
1568,"2018-06-29 01:00:00",1,1024,2,1,2,21,2011,766
1566,"2018-06-28 23:00:00",1,41,1,1,2,5,1345,848
1567,"2018-06-29 00:00:00",1,36,1,1,2,5,1028,765
1570,"2018-06-29 03:00:00",1,28,1,1,4,6,1245,730
1569,"2018-06-29 02:00:00",1,33,2,1,3,5,1334,653
1571,"2018-06-29 04:00:00",1,115,1,1,3,6,1172,804
1574,"2018-06-29 07:00:00",1,47,1,1,2,9,2457,1745
1593,"2018-06-30 02:00:00",1,43,5,3,13,15,2748,541
1592,"2018-06-30 01:00:00",1,63,2,2,5,5,470,214
1601,"2018-06-30 10:00:00",1,47,3,2,14,19,5600,1565
1586,"2018-06-29 19:00:00",1,461,2,1,3,14,1966,964
1600,"2018-06-30 09:00:00",1,57,4,3,14,20,5145,1125
1594,"2018-06-30 03:00:00",1,51,6,5,16,17,3246,502
1579,"2018-06-29 12:00:00",1,2697,14,1,36,52,11468,812
1602,"2018-06-30 11:00:00",1,2367,6,3,16,59,7699,1157
1595,"2018-06-30 04:00:00",1,549,10,8,20,30,4432,441
1572,"2018-06-29 05:00:00",1,959,1,1,2,23,2913,1474
1585,"2018-06-29 18:00:00",1,22,1,1,3,5,1543,1117
1582,"2018-06-29 15:00:00",1,17,1,1,2,3,935,781
1608,"2018-06-30 17:00:00",1,288,1,1,8,11,1625,907
1607,"2018-06-30 16:00:00",1,59,1,1,3,5,975,676
1603,"2018-06-30 12:00:00",1,53,4,2,14,19,5263,1295
1599,"2018-06-30 08:00:00",1,682,3,1,13,33,6663,1866
1575,"2018-06-29 08:00:00",1,1525,4,1,4,41,7056,1713
1577,"2018-06-29 10:00:00",1,36,1,1,2,4,1762,1493
1588,"2018-06-29 21:00:00",1,216,2,1,4,8,2207,896
1580,"2018-06-29 13:00:00",1,42,2,1,5,7,1428,596
1604,"2018-06-30 13:00:00",1,60,2,2,8,11,3008,1013
1584,"2018-06-29 17:00:00",1,388,1,1,10,12,1590,895
1596,"2018-06-30 05:00:00",1,56,5,4,15,18,3384,647
1573,"2018-06-29 06:00:00",1,79,1,1,2,5,2497,1951
1609,"2018-06-30 18:00:00",1,51,2,1,6,9,3175,1067
1612,"2018-06-30 21:00:00",1,3557,13,1,64,64,5981,460
1598,"2018-06-30 07:00:00",1,1835,16,2,66,140,26635,1587
1589,"2018-06-29 22:00:00",1,2960,7,1,53,53,3718,482
1591,"2018-06-30 00:00:00",1,21,2,1,4,4,480,207
1613,"2018-06-30 22:00:00",1,30,1,1,3,4,621,316
1581,"2018-06-29 14:00:00",1,1964,6,1,10,60,5264,831
1590,"2018-06-29 23:00:00",1,23,2,1,3,4,648,308
1587,"2018-06-29 20:00:00",1,2169,8,1,22,40,9096,1047
1576,"2018-06-29 09:00:00",1,37,1,1,2,5,2048,1653
1583,"2018-06-29 16:00:00",1,1014,2,1,2,11,3841,1398
1578,"2018-06-29 11:00:00",1,691,2,1,3,16,2243,1119
1611,"2018-06-30 20:00:00",1,1667,7,1,22,33,5861,808
1606,"2018-06-30 15:00:00",1,1630,5,1,15,31,4026,758
1597,"2018-06-30 06:00:00",1,605,5,3,16,28,5087,983
1605,"2018-06-30 14:00:00",1,105,1,1,3,6,837,542
1610,"2018-06-30 19:00:00",1,30,1,1,2,4,1213,1017
1614,"2018-06-30 23:00:00",1,13,1,1,2,2,498,398
1661,"2018-07-02 22:00:00",1,30,1,1,4,5,494,274
1627,"2018-07-01 12:00:00",1,43,1,1,4,5,1181,843
1635,"2018-07-01 20:00:00",1,27,1,1,3,5,1622,1150
1631,"2018-07-01 16:00:00",1,189,1,1,3,8,1432,918
1624,"2018-07-01 09:00:00",1,28,1,1,2,5,1226,933
1626,"2018-07-01 11:00:00",1,868,2,1,4,7,2213,890
1673,"2018-07-03 10:00:00",1,1493,7,1,29,44,8914,1117
1649,"2018-07-02 10:00:00",1,39,1,1,5,8,1124,642
1618,"2018-07-01 03:00:00",1,20,2,2,4,4,385,173
1616,"2018-07-01 01:00:00",1,20,1,1,3,3,439,307
1652,"2018-07-02 13:00:00",1,27,1,1,3,4,1075,765
1623,"2018-07-01 08:00:00",1,2948,30,1,37,73,39489,1289
1679,"2018-07-03 16:00:00",1,42,1,1,4,7,1929,1327
1629,"2018-07-01 14:00:00",1,18,1,1,3,5,1095,783
1636,"2018-07-01 21:00:00",1,29,1,1,4,6,901,490
1637,"2018-07-01 22:00:00",1,41,2,2,5,5,1039,417
1664,"2018-07-03 01:00:00",1,29,3,3,5,5,536,135
1656,"2018-07-02 17:00:00",1,36,1,1,3,5,1149,867
1617,"2018-07-01 02:00:00",1,16,1,2,3,3,428,245
1615,"2018-07-01 00:00:00",1,394,4,1,7,9,1377,296
1622,"2018-07-01 07:00:00",1,48,1,1,3,5,1623,1210
1628,"2018-07-01 13:00:00",1,35,1,1,4,5,1099,644
1632,"2018-07-01 17:00:00",1,154,1,1,5,7,1361,933
1667,"2018-07-03 04:00:00",1,484,3,1,14,15,1128,312
1621,"2018-07-01 06:00:00",1,15,1,1,2,4,966,766
1659,"2018-07-02 20:00:00",1,21,1,1,4,4,816,529
1638,"2018-07-01 23:00:00",1,33,3,3,6,6,840,273
1625,"2018-07-01 10:00:00",1,330,2,1,8,11,1727,685
1619,"2018-07-01 04:00:00",1,123,4,6,10,11,737,175
1634,"2018-07-01 19:00:00",1,18,1,1,2,4,1205,999
1648,"2018-07-02 09:00:00",1,109,1,1,2,6,1809,1380
1620,"2018-07-01 05:00:00",1,55,3,2,6,8,2883,728
1646,"2018-07-02 07:00:00",1,30,1,1,1,5,2054,1769
1630,"2018-07-01 15:00:00",1,218,2,1,5,10,1398,594
1668,"2018-07-03 05:00:00",1,74,1,1,3,11,1743,1106
1654,"2018-07-02 15:00:00",1,42,1,1,3,5,1641,1287
1639,"2018-07-02 00:00:00",1,33,3,2,5,6,496,155
1655,"2018-07-02 16:00:00",1,2665,26,1,43,64,30857,1181
1633,"2018-07-01 18:00:00",1,29,1,1,4,5,1414,835
1658,"2018-07-02 19:00:00",1,18,1,1,2,4,1486,1241
1680,"2018-07-03 17:00:00",1,792,3,1,12,21,4110,1097
1643,"2018-07-02 04:00:00",1,160,1,1,8,9,1428,830
1678,"2018-07-03 15:00:00",1,41,1,1,3,5,1196,873
1642,"2018-07-02 03:00:00",1,150,3,1,6,6,1131,323
1666,"2018-07-03 03:00:00",1,38,3,3,5,6,648,200
1640,"2018-07-02 01:00:00",1,17,3,3,5,5,294,94
1641,"2018-07-02 02:00:00",1,30,2,2,4,4,379,128
1660,"2018-07-02 21:00:00",1,2142,9,1,26,44,5759,577
1663,"2018-07-03 00:00:00",1,16,4,3,6,6,308,72
1644,"2018-07-02 05:00:00",1,130,1,1,3,7,2032,1472
1672,"2018-07-03 09:00:00",1,73,1,1,2,5,1732,1339
1683,"2018-07-03 20:00:00",1,76,1,1,5,9,1445,798
1650,"2018-07-02 11:00:00",1,36,2,1,6,7,1096,529
1647,"2018-07-02 08:00:00",1,558,1,1,2,15,2555,1530
1657,"2018-07-02 18:00:00",1,33,1,1,2,5,1455,1069
1662,"2018-07-02 23:00:00",1,39,3,3,5,5,470,120
1645,"2018-07-02 06:00:00",1,361,1,1,2,11,2959,1951
1651,"2018-07-02 12:00:00",1,38,1,2,5,6,1240,723
1685,"2018-07-03 22:00:00",1,97,2,1,6,7,954,431
1653,"2018-07-02 14:00:00",1,34,1,1,5,6,1076,688
1669,"2018-07-03 06:00:00",1,2555,3,1,3,55,5978,1518
1670,"2018-07-03 07:00:00",1,45,1,1,2,7,2096,1572
1676,"2018-07-03 13:00:00",1,95,1,1,4,6,1372,866
1686,"2018-07-03 23:00:00",1,25,2,1,5,6,756,294
1692,"2018-07-04 05:00:00",1,1202,3,1,26,40,3704,1062
1688,"2018-07-04 01:00:00",1,187,3,1,5,9,824,269
1665,"2018-07-03 02:00:00",1,19,2,2,5,5,335,148
1671,"2018-07-03 08:00:00",1,20,1,1,2,6,2047,1616
1677,"2018-07-03 14:00:00",1,2508,17,1,30,48,8928,524
1675,"2018-07-03 12:00:00",1,46,1,1,4,6,905,555
1674,"2018-07-03 11:00:00",1,1830,3,1,4,38,3354,840
1682,"2018-07-03 19:00:00",1,209,3,1,6,12,2952,956
1684,"2018-07-03 21:00:00",1,36,2,1,6,7,1064,517
1694,"2018-07-04 07:00:00",1,977,2,1,3,23,3455,1684
1681,"2018-07-03 18:00:00",1,436,2,1,12,16,2018,996
1696,"2018-07-04 09:00:00",1,366,1,1,3,12,1963,1170
1695,"2018-07-04 08:00:00",1,106,1,1,3,8,2442,1630
1689,"2018-07-04 02:00:00",1,101,3,3,7,9,1027,269
1687,"2018-07-04 00:00:00",1,253,3,2,8,8,1065,277
1690,"2018-07-04 03:00:00",1,370,5,3,6,14,856,148
1691,"2018-07-04 04:00:00",1,254,4,2,13,16,2105,438
1693,"2018-07-04 06:00:00",1,89,1,1,3,8,2111,1490
1697,"2018-07-04 10:00:00",1,39,1,1,5,6,945,584
1698,"2018-07-04 11:00:00",1,47,2,2,5,7,1222,602
1699,"2018-07-04 12:00:00",1,51,4,3,16,20,3789,784
1700,"2018-07-04 13:00:00",1,35,5,5,16,18,3434,645
1701,"2018-07-04 14:00:00",1,38,3,2,15,18,4105,1056
1702,"2018-07-04 15:00:00",1,1966,9,3,22,72,7740,815
1703,"2018-07-04 16:00:00",1,145,4,3,15,19,3822,925
1704,"2018-07-04 17:00:00",1,203,4,3,18,22,3669,850
1705,"2018-07-04 18:00:00",1,996,5,4,16,20,5508,1068
1717,"2018-07-05 06:00:00",1,1646,3,1,4,37,4242,1155
1745,"2018-07-06 10:00:00",1,49,1,1,5,7,978,582
